0,1,2
3,2013,6.9490875720977785
0,1122,2.493667554855347
3,1665,2.4841527462005617
1,1369,2.394760775566101
2,1680,2.3780407071113587
3,1089,1.861506736278534
3,2038,1.8359556078910828
3,552,1.4941621869802475
3,1566,1.393795770406723
3,1286,1.1993969142436982
3,1205,1.1346498757600785
3,411,0.9859218716621398
3,1123,0.9585853308439255
2,229,0.9424375534057617
3,1469,0.8989024639129639
3,412,0.8630311459302902
2,958,0.8602916419506073
3,1631,0.8343610882759094
3,1550,0.7531367510557174
3,198,0.7107045441865921
2,1199,0.6679487884044647
3,1150,0.6471487164497376
3,1483,0.6375556409358978
3,818,0.6141703128814697
3,558,0.6086038649082184
2,2005,0.6036981344223022
3,450,0.5983839094638824
3,103,0.5876550763845444
3,264,0.5820867359638214
3,83,0.5711378127336502
1,823,0.5680000066757203
3,1937,0.563427072763443
3,869,0.5552650019526482
0,381,0.5508037000894547
1,1055,0.5496150404214859
3,575,0.5475961714982986
3,636,0.5450552567839623
2,946,0.5372162878513336
3,604,0.5334171563386917
3,540,0.5309802234172821
3,1648,0.5244022473692894
0,1177,0.5187543958425522
3,887,0.5040174826979638
3,1187,0.47998849749565126
3,1505,0.4665586337447166
3,1983,0.4523565709590912
3,1644,0.4453824877738953
3,1279,0.4435103327035904
3,1589,0.4422291278839111
3,1174,0.44092072248458863
3,2024,0.4393023535609245
3,154,0.4373384714126587
3,34,0.4313553974032402
3,1470,0.4246084615588188
3,1032,0.40736066810786725
3,765,0.4003613039851189
3,1676,0.3991818271577358
3,1060,0.39803882166743276
3,835,0.39577030315995215
3,1147,0.38548074178397657
3,1642,0.38353803008794785
3,331,0.3811101302504539
3,65,0.3750594101846218
3,38,0.370904865860939
3,659,0.3702314421534538
3,650,0.36720103248953817
3,1958,0.3645897004753351
3,108,0.3645209953188896
3,230,0.35834745690226555
2,1536,0.35813183784484864
0,1640,0.3540098547935486
3,787,0.35363376438617705
3,918,0.3486145004630089
2,274,0.34583369791507723
3,1664,0.3429181106388569
3,786,0.34024584144353864
2,1134,0.33378901779651643
0,1048,0.3295275866985321
3,1213,0.32859266400337217
2,806,0.32271797209978104
3,920,0.3223582684993744
3,561,0.3219501607120037
2,93,0.3197214571759105
3,288,0.3186301577836275
3,1745,0.3164007656276226
3,454,0.31379025131464006
0,1198,0.31370929777622225
3,1271,0.31327895671129224
3,711,0.3109888888895512
3,1856,0.30688429474830625
2,711,0.3064917206764221
3,338,0.3020210385322571
3,68,0.3009361431002617
3,930,0.2988560363650322
2,1323,0.29579444229602814
3,486,0.29505560398101804
3,1608,0.2942735210061073
1,398,0.29372906908392904
3,874,0.2935301624238491
0,247,0.2926106959581375
