0,1,2
0,1122,2.5493006706237793
3,1665,2.490275526046753
1,1369,2.457287240028381
2,1680,2.4418697357177734
3,2038,1.6458466291427611
2,958,1.045607680082321
0,242,1.035668432712555
2,229,1.0190378546714782
3,373,0.7445619493722916
2,2005,0.6910781562328339
1,823,0.6438129305839538
2,1199,0.6344872951507569
2,946,0.6257040977478028
3,1053,0.6183961629867554
0,1177,0.5792772650718689
0,381,0.573775315284729
3,411,0.5253350049257278
3,404,0.5161601722240448
3,42,0.5146585032343864
3,818,0.4852572023868561
3,1550,0.4846866726875305
3,220,0.4671009488403797
3,187,0.44774646013975145
3,1132,0.4427761774510145
3,947,0.44220516867935655
1,2001,0.4393004700541496
0,1048,0.4389161616563797
3,1032,0.42387904673814775
3,1576,0.42120360024273396
3,874,0.42032453045248985
3,1281,0.4200125955045223
3,1096,0.41671923696994784
3,366,0.4049111343920231
3,1620,0.38676759153604506
3,1239,0.38357857167720794
3,650,0.37852965369820596
3,739,0.3733885496854782
3,1271,0.364299076795578
3,154,0.3573370099067688
2,1007,0.35695016384124756
0,247,0.3423551872372627
3,83,0.341705521941185
0,1640,0.3318317800760269
2,1858,0.3294551715254784
3,604,0.32609928846359254
3,1103,0.3218307636678219
2,1536,0.32147433459758756
2,1323,0.32029394507408143
3,488,0.31962371468544004
3,1232,0.3187925234436989
3,286,0.31608332730829714
3,179,0.312216654419899
2,978,0.30956426486372945
2,1134,0.30729672610759734
3,22,0.30701524168252947
3,199,0.30629745274782183
2,372,0.30209099054336547
3,1316,0.3001412242650986
3,1623,0.2978416562080383
2,1608,0.29738913774490355
3,1467,0.28849855363368987
3,1347,0.28691706359386443
1,1055,0.2787605792284012
3,655,0.27532014101743696
3,1279,0.2747174069285393
3,1642,0.27378042563796046
3,1837,0.2720404125750065
3,1612,0.2711229041218758
3,1772,0.2708156734704971
2,92,0.2692736953496933
3,1589,0.26595725417137145
3,38,0.2638236964121461
0,645,0.2626428797841072
3,691,0.2602516606450081
3,867,0.25997451804578303
3,1488,0.2598521575331688
3,1658,0.2585404232144356
2,549,0.2583811342716217
3,288,0.2572579331696033
3,1194,0.2558157939463854
3,1356,0.2557678036391735
0,1760,0.25500844568014147
3,183,0.2541072815656662
2,274,0.25373823642730714
1,1465,0.25161356925964357
3,1611,0.250751456618309
1,1431,0.24628676176071168
3,1067,0.24418786019086838
0,357,0.24344774037599565
3,1598,0.2330705165863037
3,1646,0.22778785452246667
3,1437,0.227460840344429
3,1267,0.22723150253295898
0,1198,0.22599423676729202
3,1523,0.22590070813894272
3,603,0.22586705833673476
3,1648,0.2254223638214171
3,403,0.22345263408496976
2,466,0.2231905624270439
3,1985,0.22240961194038392
