0,1,2
3,1470,3.0340546131134034
0,1122,1.7638067483901978
3,1665,1.7459861755371093
1,1369,1.6997318983078002
2,1680,1.655888295173645
3,1237,1.2221826314926147
3,2038,1.0647172689437867
2,958,0.8188018918037414
3,411,0.7778753221035004
3,918,0.7403466284275055
1,1055,0.7020466685295105
2,229,0.6862541556358337
3,597,0.6737064182758331
3,108,0.648420536518097
3,782,0.645390385389328
2,1199,0.6364757478237152
3,34,0.6014771342277527
3,83,0.5769990921020508
3,1550,0.5711060464382172
3,1250,0.5672122359275817
3,30,0.566706532239914
1,823,0.5584711134433746
3,1279,0.5457860976457596
3,454,0.5226728200912476
3,1150,0.5197715044021607
3,577,0.516170346736908
2,711,0.5141106069087982
3,1433,0.5072363078594208
3,995,0.5050975441932678
3,659,0.5032005965709686
3,967,0.5024314969778061
2,2005,0.4969893217086792
3,786,0.48977397084236146
2,946,0.47062652707099917
3,154,0.46920138597488403
3,230,0.4685141757130623
3,68,0.4656394004821777
3,818,0.46539809107780455
3,688,0.45162084698677063
3,765,0.449568098783493
3,757,0.4463202476501465
3,664,0.44407419562339784
3,1589,0.44242767095565794
3,877,0.4229689329862595
2,1884,0.4170811057090759
3,1037,0.4096007853746414
3,1213,0.40851629674434664
3,1190,0.40625180006027223
3,264,0.40577604100108144
3,373,0.40529009103775027
