0,1,2
3,400,3.6631924629211428
3,2038,1.9140693187713622
2,229,1.760880720615387
3,1644,1.6463691592216492
3,1692,1.5628440141677857
3,65,1.5001644968986512
3,772,1.4156149446964263
3,50,1.334294354915619
3,615,1.3238849401474
3,1176,1.311626023054123
3,1046,1.2820929169654847
3,1804,1.2650657832622527
3,810,1.2360717952251434
3,815,1.1873181343078614
3,722,1.1542778134346008
3,979,1.0771236777305604
3,1335,1.0511151790618896
3,83,1.040915858745575
3,713,1.0011293649673463
3,941,0.985308313369751
3,2003,0.931993693113327
3,1871,0.80571328997612
2,1323,0.7944113612174988
0,1913,0.7731888949871063
2,2005,0.7689447224140167
3,1998,0.7664580583572388
3,1421,0.7630345433950424
2,958,0.748188853263855
3,1496,0.7257349371910096
3,1665,0.7257272601127625
3,226,0.7135304838418961
3,1601,0.7109765499830246
3,556,0.6914783328771591
3,136,0.6721232146024704
3,1982,0.6466803222894668
3,1014,0.6369347989559173
3,1598,0.6180547297000885
3,359,0.6120491653680802
3,1078,0.6021598070859909
3,34,0.5999825596809387
3,125,0.5983277648687363
3,227,0.5946185916662217
3,860,0.5931536018848419
0,1122,0.584470346570015
3,611,0.5792121201753616
3,151,0.5773098021745682
1,1369,0.5721956849098205
3,1377,0.5569793209433556
3,1271,0.5564778268337249
3,12,0.5536587417125702
3,1723,0.5473650872707367
3,1657,0.5466017961502075
3,1600,0.5355167210102081
2,1680,0.5333148449659347
3,18,0.5314069986343384
3,411,0.5285341918468476
3,266,0.5061574578285217
3,113,0.5025718182325363
3,2009,0.4990494042634964
3,1050,0.49448642134666443
1,1055,0.4860089510679245
3,818,0.48025409430265426
3,704,0.4631093978881836
3,1711,0.4628677785396576
3,51,0.4555679827928543
3,978,0.45344225466251376
3,1796,0.45178298056125643
2,372,0.44938879907131196
3,591,0.44684454798698425
3,1615,0.44570222198963166
3,1588,0.4363306790590286
0,357,0.43559414744377134
3,1345,0.42622359544038774
3,1174,0.42591226994991305
3,604,0.42326094806194303
2,711,0.4199979156255722
3,404,0.4194049760699272
3,26,0.415901805460453
3,920,0.4086181402206421
3,1246,0.40411086529493334
3,1858,0.40124361515045165
3,1237,0.4006837487220764
3,1882,0.40064567029476167
3,1764,0.39738745987415314
1,805,0.3969688355922699
3,1279,0.39663623124361036
3,1447,0.39009358286857604
3,1630,0.38641360998153684
3,1566,0.381934654712677
2,1321,0.380720266699791
3,1206,0.3719062179327011
2,1289,0.3708134263753891
3,1912,0.3692712694406509
3,1578,0.36384977400302887
3,1672,0.3615250989794731
3,2041,0.35765689313411714
3,1820,0.3567158952355385
3,1442,0.3554774269461632
2,1750,0.35524585247039797
3,1179,0.3537366420030594
