0,1,2
3,1965,1.6481365442276001
3,1665,1.5866132974624634
0,1122,1.5569758415222168
1,1369,1.4911474704742431
2,1680,1.451355481147766
3,2038,1.041345727443695
3,1420,1.0310455322265626
3,961,0.9599234104156494
2,958,0.8911208748817444
3,156,0.7568661451339722
3,1940,0.7492521584033967
3,1605,0.7370015442371368
3,1757,0.7317290902137756
2,1199,0.6716205477714539
2,229,0.6715405225753784
3,49,0.6631214499473572
3,850,0.6498363792896271
3,1470,0.6303566753864288
1,823,0.6000953435897827
2,1613,0.5867220252286642
3,34,0.5793848514556885
3,877,0.5618025243282319
3,1167,0.5569375813007355
3,1258,0.5567098587751389
3,461,0.5524224519729615
3,43,0.5410600960254669
3,1550,0.5396793067455292
3,83,0.5249404191970826
3,1230,0.5086816310882568
3,989,0.5003491103649139
2,711,0.48905621767044066
2,2005,0.4807979345321655
3,1008,0.4742962419986725
3,154,0.4727421998977661
1,1055,0.47119991183280946
2,946,0.4672071039676666
3,108,0.46559194922447206
3,1501,0.4607792854309082
3,1103,0.4599395453929901
3,1267,0.45489332228899004
3,687,0.449378228187561
3,896,0.4470219910144806
3,1459,0.44450744688510896
3,263,0.4396844387054443
3,1028,0.43844874799251554
3,724,0.4368082135915756
3,1964,0.4353141702711582
3,1664,0.4343840032815933
2,2014,0.4283490091562271
3,602,0.4201933354139328
