0,1,2
3,950,8.361369276046753
3,18,7.376594066619873
3,1665,2.3346495628356934
0,1122,2.327803707122803
1,1260,2.2543064951896667
1,1369,2.2178050756454466
2,1680,2.2136991143226625
3,245,1.935868740081787
3,2001,1.5637370347976685
2,958,1.3190876722335816
1,705,1.1810241758823394
3,1480,1.1519593715667724
3,1588,1.1098252654075622
2,229,1.0285477757453918
3,973,0.9563413888216019
3,1579,0.9396910548210144
3,1530,0.8221646755933761
3,1057,0.7968320995569229
3,238,0.7582669854164124
3,383,0.7452685296535492
3,881,0.7448031723499298
3,32,0.7355038702487946
3,874,0.732844352722168
2,2005,0.7271252632141113
3,404,0.7038000494241714
3,1533,0.676041555404663
2,1199,0.637589180469513
1,823,0.634568601846695
1,2001,0.6327416509389877
3,161,0.6084088444709778
2,946,0.6015272974967957
3,83,0.5797976553440094
3,817,0.5735444217920304
3,650,0.557796373963356
3,1951,0.5565950021147728
3,689,0.5471903711557389
3,1232,0.5461919426918029
3,1846,0.537828066945076
2,978,0.5270821511745453
3,849,0.5177858531475067
0,247,0.5131441950798035
3,286,0.5126318335533142
3,580,0.5033315986394882
3,1067,0.49748386777937414
3,1658,0.49713384211063383
3,1059,0.495257580280304
3,1921,0.4911902040243149
3,50,0.48624120056629183
3,38,0.4802656233310699
2,1536,0.465157487988472
3,1417,0.44891158640384676
3,1829,0.44497149512171746
3,1271,0.43763177990913393
0,381,0.4324949592351913
0,1048,0.42825878262519834
3,501,0.4248227342963219
3,1822,0.4194536179304123
1,1860,0.4184468686580658
3,312,0.41442386209964754
3,1761,0.4069460168480873
3,1598,0.4064319580793381
3,604,0.4045588210225105
3,655,0.40223595798015593
0,1640,0.396768519282341
3,960,0.3919241726398468
3,2038,0.38632377684116365
3,58,0.38110477551817895
3,1467,0.3799468606710434
3,522,0.37981455624103544
3,1474,0.37166640609502793
0,65,0.3711217075586319
1,265,0.37080406993627546
3,428,0.3678875848650932
2,1134,0.36661352813243864
3,280,0.3644847601652145
0,645,0.35974465906620023
3,1239,0.3558203488588333
3,819,0.35255510807037355
2,1608,0.35123555064201356
3,1485,0.35086822137236595
3,603,0.34918861985206606
3,1550,0.34822030961513517
2,1323,0.34728447198867796
3,1620,0.3463104873895645
0,1760,0.3457496643066406
3,846,0.3406378462910652
3,22,0.33892446011304855
3,1633,0.33777311742305755
2,992,0.33451555818319323
3,1441,0.33278811946511266
2,1697,0.3281182900071144
3,850,0.3204212933778763
3,1973,0.3195025086402893
1,1706,0.31505397260189055
3,486,0.310891130566597
3,163,0.3101498082280159
1,765,0.30992732793092725
3,1646,0.3088357634842396
3,560,0.3019098546355963
3,1810,0.30169297456741334
